,artist,subgenre,genre,master_genre
1739,David Banner,rap,Hip hop,Hip hop
1740,David Banner,southern hip hop,Hip hop,Hip hop
1741,David Banner,trap music,Rock music,Hip hop
1742,Young Jeezy,crunk,Fusion music,Hip hop
1743,Young Jeezy,dirty south rap,Hip hop,Hip hop
1744,Young Jeezy,gangster rap,Hip hop,Hip hop
1745,Young Jeezy,hip hop,Hip hop,Hip hop
1746,Young Jeezy,hip pop,Pop music,Hip hop
1747,Young Jeezy,pop rap,Pop music,Hip hop
1748,Young Jeezy,rap,Hip hop,Hip hop
1749,Young Jeezy,southern hip hop,Hip hop,Hip hop
1750,Young Jeezy,trap music,Rock music,Hip hop
1751,David Cook,idol,,Pop music
1752,David Cook,neo mellow,Alternative rock,Pop music
1753,David Cook,pop,Pop music,Pop music
1754,David Cook,pop rock,Pop music,Pop music
1755,David Cook,talent show,,Pop music
1756,Three 6 Mafia,crunk,Fusion music,Hip hop
1757,Three 6 Mafia,dirty south rap,Hip hop,Hip hop
1758,Three 6 Mafia,gangster rap,Hip hop,Hip hop
1759,Three 6 Mafia,hip hop,Hip hop,Hip hop
1760,Three 6 Mafia,hip pop,Pop music,Hip hop
1761,Three 6 Mafia,memphis hip hop,Hip hop,Hip hop
1762,Three 6 Mafia,pop rap,Pop music,Hip hop
1763,Three 6 Mafia,rap,Hip hop,Hip hop
1764,Three 6 Mafia,southern hip hop,Hip hop,Hip hop
1765,Three 6 Mafia,trap music,Rock music,Hip hop
1766,Baby Bash,chicano rap,Hip hop,Hip hop
1767,Baby Bash,crunk,Fusion music,Hip hop
1768,Baby Bash,dance pop,Pop music,Hip hop
1769,Baby Bash,dirty south rap,Hip hop,Hip hop
1770,Baby Bash,gangster rap,Hip hop,Hip hop
1771,Baby Bash,hip hop,Hip hop,Hip hop
1772,Baby Bash,hip pop,Pop music,Hip hop
1773,Baby Bash,latin hip hop,Hip hop,Hip hop
1774,Baby Bash,pop rap,Pop music,Hip hop
1775,Baby Bash,r&b,,Hip hop
1776,Baby Bash,rap,Hip hop,Hip hop
1777,Baby Bash,southern hip hop,Hip hop,Hip hop
1778,Baby Bash,trap music,Rock music,Hip hop
1779,Baby Bash,urban contemporary,Gospel music,Hip hop
1780,Jonas Brothers,boy band,Pop music,Pop music
1781,Jonas Brothers,dance pop,Pop music,Pop music
1782,Jonas Brothers,pop,Pop music,Pop music
1783,Jonas Brothers,pop christmas,Pop music,Pop music
1784,Jonas Brothers,post-teen pop,Pop music,Pop music
1785,David Archuleta,dance pop,Pop music,Pop music
1786,David Archuleta,idol,,Pop music
1787,David Archuleta,neo mellow,Alternative rock,Pop music
1788,David Archuleta,pop,Pop music,Pop music
1789,David Archuleta,pop christmas,Pop music,Pop music
1790,David Archuleta,post-teen pop,Pop music,Pop music
1791,David Archuleta,viral pop,Pop music,Pop music
1792,Mary J. Blige,dance pop,Pop music,Pop music
1793,Mary J. Blige,hip pop,Pop music,Pop music
1794,Mary J. Blige,neo soul,Jazz,Pop music
1795,Mary J. Blige,new jack swing,Blues music,Pop music
1796,Mary J. Blige,pop,Pop music,Pop music
1797,Mary J. Blige,pop christmas,Pop music,Pop music
1798,Mary J. Blige,pop rap,Pop music,Pop music
1799,Mary J. Blige,quiet storm,,Pop music
1800,Mary J. Blige,r&b,,Pop music
1801,Mary J. Blige,soul,Jazz,Pop music
1802,Mary J. Blige,soul christmas,Jazz,Pop music
1803,Mary J. Blige,urban contemporary,Gospel music,Pop music
1804,Rick Ross,crunk,Fusion music,Hip hop
1805,Rick Ross,dirty south rap,Hip hop,Hip hop
1806,Rick Ross,gangster rap,Hip hop,Hip hop
1807,Rick Ross,hip hop,Hip hop,Hip hop
1808,Rick Ross,pop rap,Pop music,Hip hop
1809,Rick Ross,rap,Hip hop,Hip hop
1810,Rick Ross,southern hip hop,Hip hop,Hip hop
1811,Rick Ross,trap music,Rock music,Hip hop
1812,Kid Rock,alternative metal,Heavy metal,Heavy metal
1813,Kid Rock,contemporary country,Country music,Heavy metal
1814,Kid Rock,country,Country music,Heavy metal
1815,Kid Rock,funk rock,Fusion music,Heavy metal
1816,Kid Rock,hard rock,Rock music,Heavy metal
1817,Kid Rock,nu metal,Heavy metal,Heavy metal
1818,Kid Rock,post-grunge,Alternative rock,Heavy metal
1819,Kid Rock,rap metal,Heavy metal,Heavy metal
1820,Kid Rock,rap rock,Hip hop,Heavy metal
1821,Kid Rock,rock,Rock music,Heavy metal
1822,The Game,crunk,Fusion music,Hip hop
1823,The Game,dirty south rap,Hip hop,Hip hop
1824,The Game,gangster rap,Hip hop,Hip hop
1825,The Game,hip hop,Hip hop,Hip hop
1826,The Game,pop rap,Pop music,Hip hop
1827,The Game,rap,Hip hop,Hip hop
1828,The Game,southern hip hop,Hip hop,Hip hop
1829,The Game,trap music,Rock music,Hip hop
1830,Keyshia Cole,dance pop,Pop music,Pop music
1831,Keyshia Cole,hip pop,Pop music,Pop music
1832,Keyshia Cole,neo soul,Jazz,Pop music
1833,Keyshia Cole,new jack swing,Blues music,Pop music
1834,Keyshia Cole,pop,Pop music,Pop music
1835,Keyshia Cole,pop christmas,Pop music,Pop music
1836,Keyshia Cole,pop rap,Pop music,Pop music
1837,Keyshia Cole,r&b,,Pop music
1838,Keyshia Cole,soul,Jazz,Pop music
1839,Keyshia Cole,soul christmas,Jazz,Pop music
1840,Keyshia Cole,urban contemporary,Gospel music,Pop music
1841,Trace Adkins,contemporary country,Country music,Country music
1842,Trace Adkins,country,Country music,Country music
1843,Trace Adkins,country christmas,Country music,Country music
1844,Trace Adkins,country road,Country music,Country music
1845,Trace Adkins,modern country rock,Rock music,Country music
1846,Trace Adkins,outlaw country,Country music,Country music
1847,Gavin Rossdale,alternative metal,Heavy metal,Alternative rock
1848,Gavin Rossdale,grunge pop,Pop music,Alternative rock
1849,Gavin Rossdale,neo mellow,Alternative rock,Alternative rock
1850,Gavin Rossdale,pop rock,Pop music,Alternative rock
1851,Gavin Rossdale,post-grunge,Alternative rock,Alternative rock
1852,Saving Abel,alternative metal,Heavy metal,Heavy metal
1853,Saving Abel,christian alternative rock,Alternative rock,Heavy metal
1854,Saving Abel,nu metal,Heavy metal,Heavy metal
1855,Saving Abel,post-grunge,Alternative rock,Heavy metal
1856,Saving Abel,rap metal,Heavy metal,Heavy metal
1857,Saving Abel,rap rock,Hip hop,Heavy metal
1858,Santana,album rock,Rock music,Rock music
1859,Santana,art rock,Rock music,Rock music
1860,Santana,blues-rock,,Rock music
1861,Santana,classic funk rock,Rock music,Rock music
1862,Santana,classic rock,Rock music,Rock music
1863,Santana,electric blues,Blues music,Rock music
1864,Santana,folk,Pop music,Rock music
1865,Santana,folk rock,Rock music,Rock music
1866,Santana,hard rock,Rock music,Rock music
1867,Santana,mellow gold,,Rock music
1868,Santana,psychedelic rock,Rock music,Rock music
1869,Santana,rock,Rock music,Rock music
1870,Santana,roots rock,Rock music,Rock music
1871,Santana,singer-songwriter,,Rock music
1872,Santana,soft rock,Rock music,Rock music
1873,Santana,southern rock,Rock music,Rock music
1874,2 Pistols,crunk,Fusion music,Hip hop
1875,2 Pistols,dirty south rap,Hip hop,Hip hop
1876,2 Pistols,gangster rap,Hip hop,Hip hop
1877,2 Pistols,hip pop,Pop music,Hip hop
1878,2 Pistols,pop rap,Pop music,Hip hop
1879,2 Pistols,rap,Hip hop,Hip hop
1880,2 Pistols,southern hip hop,Hip hop,Hip hop
1881,2 Pistols,trap music,Rock music,Hip hop
1882,Gwen Stefani,dance pop,Pop music,Pop music
1883,Gwen Stefani,europop,Pop music,Pop music
1884,Gwen Stefani,hip pop,Pop music,Pop music
1885,Gwen Stefani,pop,Pop music,Pop music
1886,Gwen Stefani,pop rap,Pop music,Pop music
1887,Gwen Stefani,pop rock,Pop music,Pop music
1888,Gwen Stefani,post-teen pop,Pop music,Pop music
1889,Gwen Stefani,r&b,,Pop music
1890,Gwen Stefani,urban contemporary,Gospel music,Pop music
1891,Plain White T’s,emo,Punk rock,Pop music
1892,Plain White T’s,neo mellow,Alternative rock,Pop music
1893,Plain White T’s,pop christmas,Pop music,Pop music
1894,Plain White T’s,pop punk,Pop music,Pop music
1895,Plain White T’s,pop rock,Pop music,Pop music
1896,Plain White T’s,punk christmas,Punk rock,Pop music
1897,Nelly Furtado,canadian pop,Pop music,Pop music
1898,Nelly Furtado,dance pop,Pop music,Pop music
1899,Nelly Furtado,europop,Pop music,Pop music
1900,Nelly Furtado,hip pop,Pop music,Pop music
1901,Nelly Furtado,neo mellow,Alternative rock,Pop music
1902,Nelly Furtado,pop,Pop music,Pop music
1903,Nelly Furtado,pop rap,Pop music,Pop music
1904,Nelly Furtado,pop rock,Pop music,Pop music
1905,Nelly Furtado,post-teen pop,Pop music,Pop music
1906,Nelly Furtado,r&b,,Pop music
1907,Nelly Furtado,urban contemporary,Gospel music,Pop music
1908,Shop Boyz,crunk,Fusion music,Hip hop
1909,Shop Boyz,dirty south rap,Hip hop,Hip hop
1910,Shop Boyz,gangster rap,Hip hop,Hip hop
1911,Shop Boyz,hip pop,Pop music,Hip hop
1912,Shop Boyz,pop rap,Pop music,Hip hop
1913,Shop Boyz,rap,Hip hop,Hip hop
1914,Shop Boyz,southern hip hop,Hip hop,Hip hop
1915,Shop Boyz,trap music,Rock music,Hip hop
1916,Mims,crunk,Fusion music,Hip hop
1917,Mims,dirty south rap,Hip hop,Hip hop
1918,Mims,gangster rap,Hip hop,Hip hop
1919,Mims,hip hop,Hip hop,Hip hop
1920,Mims,hip pop,Pop music,Hip hop
1921,Mims,pop rap,Pop music,Hip hop
1922,Mims,rap,Hip hop,Hip hop
1923,Mims,trap music,Rock music,Hip hop
1924,Jim Jones,crunk,Fusion music,Hip hop
1925,Jim Jones,dirty south rap,Hip hop,Hip hop
1926,Jim Jones,gangster rap,Hip hop,Hip hop
1927,Jim Jones,hip hop,Hip hop,Hip hop
1928,Jim Jones,hip pop,Pop music,Hip hop
1929,Jim Jones,pop rap,Pop music,Hip hop
1930,Jim Jones,rap,Hip hop,Hip hop
1931,Jim Jones,trap music,Rock music,Hip hop
1932,Unk,crunk,Fusion music,Hip hop
1933,Unk,dirty south rap,Hip hop,Hip hop
1934,Unk,gangster rap,Hip hop,Hip hop
1935,Unk,hip pop,Pop music,Hip hop
1936,Unk,pop rap,Pop music,Hip hop
1937,Unk,rap,Hip hop,Hip hop
1938,Unk,southern hip hop,Hip hop,Hip hop
1939,Unk,trap music,Rock music,Hip hop
1940,Huey,crunk,Fusion music,Hip hop
1941,Huey,dirty south rap,Hip hop,Hip hop
1942,Huey,gangster rap,Hip hop,Hip hop
1943,Huey,hip pop,Pop music,Hip hop
1944,Huey,pop rap,Pop music,Hip hop
1945,Huey,rap,Hip hop,Hip hop
1946,Huey,southern hip hop,Hip hop,Hip hop
1947,Huey,trap music,Rock music,Hip hop
1948,Lloyd,dance pop,Pop music,Pop music
1949,Lloyd,hip pop,Pop music,Pop music
1950,Lloyd,neo soul,Jazz,Pop music
1951,Lloyd,new jack swing,Blues music,Pop music
1952,Lloyd,pop christmas,Pop music,Pop music
1953,Lloyd,pop rap,Pop music,Pop music
1954,Lloyd,r&b,,Pop music
1955,Lloyd,rap,Hip hop,Pop music
1956,Lloyd,southern hip hop,Hip hop,Pop music
1957,Lloyd,urban contemporary,Gospel music,Pop music
1958,Elliott Yamin,dance pop,Pop music,Pop music
1959,Elliott Yamin,idol,,Pop music
1960,Elliott Yamin,neo mellow,Alternative rock,Pop music
1961,Elliott Yamin,post-teen pop,Pop music,Pop music
1962,Diddy,dance pop,Pop music,Pop music
1963,Diddy,hip pop,Pop music,Pop music
1964,Diddy,neo soul,Jazz,Pop music
1965,Diddy,new jack swing,Blues music,Pop music
1966,Diddy,pop,Pop music,Pop music
1967,Diddy,pop christmas,Pop music,Pop music
1968,Diddy,pop rap,Pop music,Pop music
1969,Diddy,r&b,,Pop music
1970,Diddy,soul,Jazz,Pop music
1971,Diddy,soul christmas,Jazz,Pop music
1972,Diddy,urban contemporary,Gospel music,Pop music
1973,Hinder,alternative metal,Heavy metal,Heavy metal
1974,Hinder,nu metal,Heavy metal,Heavy metal
1975,Hinder,post-grunge,Alternative rock,Heavy metal
1976,Hinder,rap metal,Heavy metal,Heavy metal
1977,Hinder,rap rock,Hip hop,Heavy metal
1978,R. Kelly Or Bow Wow (feat. T.I. & T-Pain),dance pop,Pop music,Pop music
1979,R. Kelly Or Bow Wow (feat. T.I. & T-Pain),hip pop,Pop music,Pop music
1980,R. Kelly Or Bow Wow (feat. T.I. & T-Pain),neo soul,Jazz,Pop music
1981,R. Kelly Or Bow Wow (feat. T.I. & T-Pain),pop,Pop music,Pop music
1982,R. Kelly Or Bow Wow (feat. T.I. & T-Pain),pop christmas,Pop music,Pop music
1983,R. Kelly Or Bow Wow (feat. T.I. & T-Pain),pop rap,Pop music,Pop music
1984,R. Kelly Or Bow Wow (feat. T.I. & T-Pain),r&b,,Pop music
1985,R. Kelly Or Bow Wow (feat. T.I. & T-Pain),rap,Hip hop,Pop music
1986,R. Kelly Or Bow Wow (feat. T.I. & T-Pain),soul,Jazz,Pop music
1987,R. Kelly Or Bow Wow (feat. T.I. & T-Pain),soul christmas,Jazz,Pop music
1988,R. Kelly Or Bow Wow (feat. T.I. & T-Pain),southern hip hop,Hip hop,Pop music
1989,R. Kelly Or Bow Wow (feat. T.I. & T-Pain),urban contemporary,Gospel music,Pop music
1990,The Red Jumpsuit Apparatus,emo,Punk rock,Fusion music
1991,The Red Jumpsuit Apparatus,metalcore,Heavy metal,Fusion music
1992,The Red Jumpsuit Apparatus,pop punk,Pop music,Fusion music
1993,The Red Jumpsuit Apparatus,screamo,Fusion music,Fusion music
1994,Baby Boy Da Prince,crunk,Fusion music,Hip hop
1995,Baby Boy Da Prince,dirty south rap,Hip hop,Hip hop
1996,Baby Boy Da Prince,gangster rap,Hip hop,Hip hop
1997,Baby Boy Da Prince,pop rap,Pop music,Hip hop
1998,Baby Boy Da Prince,rap,Hip hop,Hip hop
1999,Baby Boy Da Prince,southern hip hop,Hip hop,Hip hop
2000,Baby Boy Da Prince,trap music,Rock music,Hip hop
2001,Bow Wow,crunk,Fusion music,Hip hop
2002,Bow Wow,dance pop,Pop music,Hip hop
2003,Bow Wow,dirty south rap,Hip hop,Hip hop
2004,Bow Wow,hip hop,Hip hop,Hip hop
2005,Bow Wow,hip pop,Pop music,Hip hop
2006,Bow Wow,pop rap,Pop music,Hip hop
2007,Bow Wow,r&b,,Hip hop
2008,Bow Wow,rap,Hip hop,Hip hop
2009,Bow Wow,southern hip hop,Hip hop,Hip hop
2010,Bow Wow,trap music,Rock music,Hip hop
2011,Bow Wow,urban contemporary,Gospel music,Hip hop
2012,Hurricane Chris,crunk,Fusion music,Hip hop
2013,Hurricane Chris,dirty south rap,Hip hop,Hip hop
2014,Hurricane Chris,gangster rap,Hip hop,Hip hop
2015,Hurricane Chris,hip pop,Pop music,Hip hop
2016,Hurricane Chris,pop rap,Pop music,Hip hop
2017,Hurricane Chris,rap,Hip hop,Hip hop
2018,Hurricane Chris,southern hip hop,Hip hop,Hip hop
2019,Hurricane Chris,trap music,Rock music,Hip hop
2020,Bone Thugs-N-Harmony,crunk,Fusion music,Hip hop
2021,Bone Thugs-N-Harmony,dirty south rap,Hip hop,Hip hop
2022,Bone Thugs-N-Harmony,gangster rap,Hip hop,Hip hop
2023,Bone Thugs-N-Harmony,hardcore hip hop,Hip hop,Hip hop
2024,Bone Thugs-N-Harmony,hip hop,Hip hop,Hip hop
2025,Bone Thugs-N-Harmony,hip pop,Pop music,Hip hop
2026,Bone Thugs-N-Harmony,pop rap,Pop music,Hip hop
2027,Bone Thugs-N-Harmony,rap,Hip hop,Hip hop
2028,Bone Thugs-N-Harmony,southern hip hop,Hip hop,Hip hop
2029,My Chemical Romance,emo,Punk rock,Punk rock
2030,My Chemical Romance,pop punk,Pop music,Punk rock
2031,My Chemical Romance,post-grunge,Alternative rock,Punk rock
2032,My Chemical Romance,punk christmas,Punk rock,Punk rock
2033,Snow Patrol,folk-pop,,Rock music
2034,Snow Patrol,indie christmas,Alternative rock,Rock music
2035,Snow Patrol,indie rock,Rock music,Rock music
2036,Snow Patrol,irish rock,Rock music,Rock music
2037,Snow Patrol,neo mellow,Alternative rock,Rock music
2038,Snow Patrol,permanent wave,Electronic music,Rock music
2039,Snow Patrol,pop christmas,Pop music,Rock music
2040,Snow Patrol,pop rock,Pop music,Rock music
2041,Snow Patrol,rock,Rock music,Rock music
2042,Rich Boy,crunk,Fusion music,Hip hop
2043,Rich Boy,deep trap,House music,Hip hop
2044,Rich Boy,dirty south rap,Hip hop,Hip hop
2045,Rich Boy,gangster rap,Hip hop,Hip hop
2046,Rich Boy,hip pop,Pop music,Hip hop
2047,Rich Boy,pop rap,Pop music,Hip hop
2048,Rich Boy,rap,Hip hop,Hip hop
2049,Rich Boy,southern hip hop,Hip hop,Hip hop
2050,Rich Boy,trap music,Rock music,Hip hop
2051,Amy Winehouse,dance pop,Pop music,Pop music
2052,Amy Winehouse,hip pop,Pop music,Pop music
2053,Amy Winehouse,indie r&b,Alternative rock,Pop music
2054,Amy Winehouse,neo mellow,Alternative rock,Pop music
2055,Amy Winehouse,neo soul,Jazz,Pop music
2056,Amy Winehouse,pop,Pop music,Pop music
2057,Amy Winehouse,pop rock,Pop music,Pop music
2058,Amy Winehouse,r&b,,Pop music
2059,Amy Winehouse,soul,Jazz,Pop music
2060,Amy Winehouse,urban contemporary,Gospel music,Pop music
2061,Paula DeAnda,alternative r&b,Alternative rock,Pop music
2062,Paula DeAnda,dance pop,Pop music,Pop music
2063,Paula DeAnda,hip pop,Pop music,Pop music
2064,Paula DeAnda,r&b,,Pop music
2065,Paula DeAnda,urban contemporary,Gospel music,Pop music
2066,Hellogoodbye,emo,Punk rock,Pop music
2067,Hellogoodbye,indie christmas,Alternative rock,Pop music
2068,Hellogoodbye,pop emo,Pop music,Pop music
2069,Hellogoodbye,pop punk,Pop music,Pop music
2070,Hellogoodbye,pop rock,Pop music,Pop music
2071,Hellogoodbye,punk christmas,Punk rock,Pop music
2072,Pretty Ricky,alternative r&b,Alternative rock,Pop music
2073,Pretty Ricky,crunk,Fusion music,Pop music
2074,Pretty Ricky,dance pop,Pop music,Pop music
2075,Pretty Ricky,hip pop,Pop music,Pop music
2076,Pretty Ricky,new jack swing,Blues music,Pop music
2077,Pretty Ricky,pop rap,Pop music,Pop music
2078,Pretty Ricky,r&b,,Pop music
2079,Pretty Ricky,rap,Hip hop,Pop music
2080,Pretty Ricky,southern hip hop,Hip hop,Pop music
2081,Pretty Ricky,urban contemporary,Gospel music,Pop music
2082,Lifehouse,alternative metal,Heavy metal,Alternative rock
2083,Lifehouse,neo mellow,Alternative rock,Alternative rock
2084,Lifehouse,pop christmas,Pop music,Alternative rock
2085,Lifehouse,pop rock,Pop music,Alternative rock
2086,Lifehouse,post-grunge,Alternative rock,Alternative rock
2087,50 Cent,crunk,Fusion music,Hip hop
2088,50 Cent,dance pop,Pop music,Hip hop
2089,50 Cent,dirty south rap,Hip hop,Hip hop
2090,50 Cent,east coast hip hop,Hip hop,Hip hop
2091,50 Cent,gangster rap,Hip hop,Hip hop
2092,50 Cent,hip hop,Hip hop,Hip hop
2093,50 Cent,hip pop,Pop music,Hip hop
2094,50 Cent,pop rap,Pop music,Hip hop
2095,50 Cent,rap,Hip hop,Hip hop
2096,50 Cent,trap music,Rock music,Hip hop
